mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
-555.63885,79.16135,7.5798516,3.2872057,7.488957,2.0334027,0.8723423,1.0328445,2.3535295,3.3703284,2.9302144,3.0753312,3.8401802,drinking_sipping
-281.80664,26.128155,-8.161149,17.039577,2.7032905,22.813492,5.602521,22.61916,2.5835698,14.181435,4.51157,8.101813,4.1275406,pouring_water
-64.955826,117.57209,-105.3706,61.174103,-64.155235,-0.04074787,-29.15199,-3.0336397,-17.261898,-15.305002,-12.414767,-8.777693,-8.998061,vacuum_cleaner
-299.15222,68.42264,-22.298855,32.08177,-27.010334,43.678844,-15.666514,21.44141,-1.1638523,12.68099,-2.1770475,11.333928,-2.4422588,keyboard_typing
-327.43387,50.373936,-12.027212,1.5824239,-17.83268,-8.182251,-16.508936,-3.3794093,-19.176018,-4.7547092,-18.486073,-4.9971595,-14.812653,insects
-233.58643,158.62593,-44.938496,12.368502,-10.710588,12.781142,-2.2446773,10.631174,-3.0802429,9.921467,3.3980868,12.893266,-0.53761774,hand_saw
-503.2271,73.34267,-18.812843,13.35408,-2.7995756,6.5109982,-4.031724,5.0547476,-3.2413526,3.9837933,-0.40666986,4.034999,-3.4886575,hand_saw
-209.7909,126.62219,4.1378574,47.598164,-0.8242926,32.48889,6.9201746,21.652344,11.401264,18.20189,9.323476,7.411175,6.512686,insects
-421.95963,83.70438,-17.578444,71.4461,-25.468658,36.951023,7.1187,46.2566,-28.274801,30.1806,-12.146149,15.303228,-7.662764,crickets
-570.69525,-110.50431,-42.298336,48.829685,9.288906,7.7133574,0.22410671,72.20798,-12.325082,37.39024,-24.738003,66.50396,-7.0685587,crickets
-273.31207,164.88037,38.725277,16.875141,5.5386376,15.528001,3.577598,8.646268,2.0860622,5.029881,2.2803683,-1.0181735,1.0911256,door_wood_knock
-312.41876,111.923744,23.96997,18.600985,6.608284,16.70396,7.536877,9.223197,0.84047025,2.4467185,2.3839765,-0.5183532,1.241827,door_wood_knock
-361.297,144.38849,-6.521104,8.043534,1.3031212,-5.8661556,0.017113352,4.1529627,-2.9260168,-4.103614,-1.3718357,-1.1146332,-6.1797605,cow
-569.25385,191.22437,8.971505,-37.082844,10.14902,9.596016,-25.978767,-17.714985,8.407179,-1.206442,-16.804514,-3.5054255,7.9210076,mouse_click
-492.03635,27.129763,3.528745,8.559496,4.016528,8.014257,0.22691958,-0.88207364,-0.42538452,2.227701,1.6247047,0.79440355,1.4237195,sneezing
-602.0861,23.663424,4.3819103,2.314121,0.3406862,2.4684741,0.42344084,0.64833766,-0.7164276,-0.18334284,-0.21664327,0.59426206,-0.7597857,door_wood_knock
-438.37753,42.611496,36.122604,38.911777,26.683027,28.198238,28.959318,23.62321,24.665007,22.411856,17.959148,18.248783,15.389589,keyboard_typing
-412.41452,29.25944,1.2438236,12.375272,-6.2425866,12.230222,-3.4390697,7.967522,-1.7552817,7.9161067,-2.0567443,6.440476,-4.017856,glass_breaking
-504.21063,15.337974,-0.7576679,9.3706255,-1.503008,6.001835,-0.8890316,4.63415,0.07303437,6.0397696,-1.0649316,4.2046146,0.009323297,glass_breaking
-551.7331,13.401299,-1.8734063,4.3188715,-1.884892,3.2698948,-1.0081853,1.7641352,-1.0426364,1.45563,-1.0077024,0.98586833,-0.8688335,glass_breaking
-416.05396,131.29012,29.830212,52.320057,3.310303,28.466473,15.831301,21.351614,20.108162,18.129723,15.358978,14.886208,10.420174,mouse_click
-540.5205,11.900911,1.8396766,21.009563,2.1927607,13.856004,4.4316607,7.7504215,4.0141263,10.0015955,-0.899824,2.159874,0.5781691,glass_breaking
-589.97284,0.7212793,-1.2049127,3.8454888,-2.3976288,3.39394,-2.949222,1.9226567,-2.145212,3.1064947,-0.86745787,2.8757222,-2.4484913,glass_breaking
-364.62173,160.00075,-10.200161,-49.250313,-47.33882,-24.893158,-23.470436,-17.868633,-7.9938917,-15.032858,-10.660393,3.9091847,11.342135,dog
-438.2375,113.534805,19.82246,25.31095,12.377263,25.696445,7.086027,17.754026,3.5198617,11.970713,-1.9466575,11.568196,-1.8214154,drinking_sipping
-355.30066,116.93696,16.394691,30.792582,12.36542,19.066034,6.697869,13.9067135,9.181082,7.922103,6.854816,5.3443413,4.702801,drinking_sipping
-273.95584,208.85324,-21.131924,24.01218,11.224143,12.483996,1.3037227,-4.7512097,9.569976,-6.1340246,-8.375068,-1.9149635,-2.1100383,train
-185.71729,223.74,-29.65979,27.334747,-6.8631916,15.465969,-10.2517,-7.463135,7.99705,-12.048293,-6.118578,0.75481915,-4.1060953,train
-260.77686,171.35677,-27.2351,-4.483047,-2.2833645,27.358644,-6.892185,15.261549,1.0463477,16.59609,11.808415,10.869959,1.3885018,sheep
-614.8895,-6.517164,-6.0324254,14.624764,-7.5604196,9.097024,-2.10082,6.215113,1.0108019,5.7051625,-1.069734,5.9648666,0.07329106,glass_breaking
-572.72534,19.238487,3.4804652,2.915453,-7.1220527,2.5445774,-1.9045591,-4.3015504,-4.8717813,0.22899097,-1.0397773,0.031178538,-1.1011859,water_drops
-66.42931,131.67613,-30.918829,33.15903,-37.09723,33.57733,-33.41879,31.491594,-21.830582,22.613317,-15.919799,15.829513,-10.2695875,sea_waves
-100.5261,134.55019,-22.243076,32.943325,-25.471464,27.154564,-20.805132,26.650839,-13.916363,21.005175,-8.8308935,15.405688,-2.3014834,sea_waves
-134.2109,83.73486,-82.222206,-8.825713,-49.374374,7.9484196,-29.984692,-0.05227916,-24.290052,6.308639,-23.558233,2.8804605,-21.50967,clapping
-505.8861,65.51296,-7.7602715,31.795938,-7.9303493,20.629396,-12.060247,14.88131,-10.970335,9.718494,-12.633917,8.69426,-10.801396,keyboard_typing
-472.1217,76.138664,-10.135619,33.016815,-6.2991176,21.378166,-13.409091,13.182135,-10.946801,10.447418,-14.857199,7.516341,-12.462837,keyboard_typing
-490.06747,111.34803,12.793987,41.22699,-0.48310474,18.514011,8.723112,1.6776861,10.461454,7.3019214,3.9898849,8.525611,5.1780214,mouse_click
-518.18646,15.464155,-53.102196,38.059834,-8.659712,-18.03248,-36.03558,3.8334932,11.91856,33.634792,8.708833,22.975397,3.2819762,clock_alarm
-526.3377,67.03857,-54.368927,-47.65124,-37.066868,1.0945666,-2.283408,-8.708147,-8.541879,-4.0655556,-11.328533,-1.9936489,0.8727357,crow
-390.26428,89.95577,-83.365265,-72.78787,-28.918499,7.4149313,-5.1537223,-15.195061,-9.118235,-5.2135267,-7.711641,4.359783,1.9245068,crow
-466.842,57.001926,-22.153717,-25.999266,-18.680754,-5.5629425,-12.929234,-5.4218993,0.0023243632,-1.8379916,-1.5348396,-2.2826865,-2.4736214,dog
-592.5132,-6.9472904,-3.8891788,4.360305,-2.1305027,1.7661929,-1.1819433,2.9664888,-0.35441047,2.5039806,-1.572768,1.0503587,0.9536197,glass_breaking
-713.9453,30.490887,11.36242,13.09654,-5.972776,7.7075953,-8.897757,5.6761575,-7.4924855,4.7215767,-6.2222986,8.42857,-1.2086838,mouse_click
-381.71964,80.38022,-26.908598,28.52613,-41.237488,12.918896,-18.421131,31.876944,-23.810139,10.671567,13.471096,22.121773,-10.959246,crickets
-191.07845,61.407658,-32.558735,30.97161,-6.059607,-4.238587,-12.8710575,15.294006,-11.675046,9.960421,-16.807896,2.5016248,-1.2233368,hand_saw
-243.45123,40.069363,-27.727646,24.899254,-22.5728,4.453477,-11.72938,9.557535,-0.24471472,4.839303,-17.594952,-9.146506,-0.21794324,hand_saw
-463.25427,52.747894,-18.711876,5.9910364,-9.644282,4.6306458,-5.8972073,4.060587,-7.062722,-1.0593653,-7.389497,2.439027,-2.3610344,hand_saw
-624.0792,41.25506,5.1358595,18.70571,-10.409046,18.857172,-16.981585,18.428432,-12.962298,15.117199,-13.494273,14.432133,-12.26126,mouse_click
-103.565605,112.708046,-33.872845,33.69035,-26.655493,19.204222,-20.55374,-6.3061643,-7.066822,-2.3325071,-12.113217,-4.506844,-4.536637,car_horn
-403.94574,42.18309,-48.524017,-29.209648,-27.261372,-4.9151444,-19.465628,-10.955357,-11.382188,-5.009432,-0.86790645,6.438582,13.8754635,rooster
-168.02867,86.62491,-64.39589,69.2318,-41.911026,33.324383,-25.683128,20.241291,-11.073607,19.419123,-8.354333,14.369331,-3.1111171,rain
-337.23337,83.20415,-11.616358,19.770088,-15.055416,-2.0596898,-15.44598,-5.5025873,-22.477121,-10.541877,-14.004167,-3.6040945,-5.316997,pouring_water
-451.0449,15.945813,-15.6512,39.18181,-13.814863,10.67858,-27.544779,-2.0516124,-11.147504,13.297537,-15.314461,-0.033110227,-9.291213,pouring_water
-501.3496,37.48501,-33.5158,10.602911,-14.892661,14.923487,-4.365489,16.189877,-6.5412292,6.9266195,-4.3111715,7.6658072,-4.325228,pouring_water
-570.54803,28.736542,-13.24115,27.152647,4.7637324,11.478076,-18.914358,-1.7930993,-10.170734,7.0828757,-9.496129,-2.8310304,-9.639467,pouring_water
-391.80997,41.069237,-15.362274,22.36868,-13.405712,7.4085526,-13.454198,-2.3627136,-20.086754,-4.998831,-10.8511305,1.3029622,-5.317436,pouring_water
-532.5964,25.046436,-11.052323,31.636343,-6.289698,11.0273485,-17.328587,-0.25561976,-13.932923,4.737157,-9.890372,-3.413416,-12.822358,pouring_water
-485.58963,26.438324,-15.010172,9.299787,-10.29249,1.9831619,-12.297086,-3.0495322,-17.153868,-3.738696,-10.186385,1.455369,-2.9596214,pouring_water
-367.54788,21.812017,-25.889765,2.1864324,-34.49053,6.639794,0.049748182,6.94269,-12.190635,11.624701,0.31105837,2.9268816,-6.7183857,clock_alarm
-136.27858,128.78958,-4.105693,58.676956,-7.6304502,38.086056,0.83762497,28.88638,-0.059703976,8.631985,5.039095,9.034797,-2.4254467,washing_machine
-220.367,113.51701,-20.404198,52.97007,-13.832491,38.389683,-21.692019,22.389837,-12.482711,13.857876,-10.708923,13.629896,0.31734082,washing_machine
-172.30489,116.70173,6.448517,60.98905,-0.22507527,34.24132,-5.0197268,25.934042,-4.9201994,12.737325,-5.7417746,10.955868,5.008437,washing_machine
-127.63244,120.12665,-0.25583842,61.85867,-7.230336,40.553055,1.1864216,27.714966,1.3346618,3.829085,6.5330253,9.035935,-5.906177,washing_machine
-279.2824,158.2484,-17.783762,40.634228,-2.8719132,34.848164,-11.187128,15.389642,-9.828438,1.6740203,-9.301806,4.895116,-7.0774508,washing_machine
-574.26715,25.795536,4.2514777,-3.8333218,-0.48227707,2.4950466,0.42218938,-0.8766183,-0.9637951,0.32955495,0.093565196,0.57304394,0.17291787,drinking_sipping
-556.75507,29.609842,7.1099424,-4.0103703,-2.449026,2.2288144,1.6760143,-0.01778573,-0.14798813,-0.1722084,-0.12628587,-0.5012231,-0.07375442,drinking_sipping
-111.49153,140.60847,-78.060425,34.633938,-52.317097,19.519672,-30.018942,19.135313,-22.011202,3.5451112,-7.7016244,-1.122601,-6.131403,sea_waves
-366.74002,76.590675,-15.611412,-1.6105605,-9.383486,1.1390849,-3.2936397,0.56294906,0.3249025,1.5824316,-1.7407104,-4.1610837,-1.717505,cow
-356.8739,59.368618,-12.5574,2.5287843,-5.5592184,3.2864733,-1.6592582,2.8776302,-0.2524394,2.3343906,-0.8052716,-2.49888,0.21593083,cow
-350.1719,65.92761,-5.254495,2.4437647,0.5465737,3.2290866,-1.0970445,-0.66918206,-0.5252015,1.1654061,0.84351784,0.4366596,1.2566113,cow
-363.26102,73.25737,-13.706206,-2.028349,-9.28944,1.4953032,-5.973208,-0.39070842,0.5454784,-0.7301343,-0.21767971,1.0531646,2.3460011,cow
-330.74448,80.8259,-13.849494,-3.978528,-8.044772,-3.303016,-5.4493613,-4.237769,-2.3656647,-0.054837823,-0.54308754,-3.2519984,-0.6561996,cow
-329.0108,170.78041,90.11587,27.96584,-1.0339665,0.4280341,9.253447,9.4074335,3.5635533,0.87994355,1.038587,1.1303351,-0.77323306,thunderstorm
-333.756,198.18327,91.33135,16.127337,-12.365482,-4.329813,6.561807,6.094441,-0.48984125,-3.025884,-1.0612581,0.5189798,-1.8946488,thunderstorm
-406.63623,106.52336,-9.340782,44.54038,9.949588,9.447559,-0.024345523,24.602001,-2.661398,17.538162,-0.26821634,11.315953,-5.1246953,keyboard_typing
-698.5086,22.084377,-65.28009,23.670982,-15.198295,-77.55011,-19.930805,16.789034,31.78187,41.420963,5.3607497,-8.948067,2.7223208,clock_alarm
-593.3959,-47.133553,-109.634254,81.429016,3.6856916,-18.85663,30.426796,-40.86941,8.2460375,26.385717,-30.464397,21.916603,10.422,clock_alarm
-364.61478,153.38936,5.450565,17.347462,7.7097716,10.897798,12.561776,-6.576649,3.0016592,3.6784437,0.68208444,1.1707453,-7.6205792,cow
-374.9963,183.89026,-6.7815375,44.436096,14.056606,3.9139688,-6.8661427,0.42117476,-5.2018075,-4.230721,-10.81632,-9.004491,-3.0359735,wind
-315.75394,179.9383,-11.375573,51.75405,5.895763,1.7092305,-7.192261,-1.1127656,-3.4879913,-6.22964,-12.225454,-10.050762,-3.388067,wind
-471.51642,199.02748,14.050782,41.05409,-0.3551851,10.1125765,19.733173,9.732631,5.0850306,4.2928295,5.111401,5.0609636,2.7136874,airplane
-248.7987,214.55742,-52.27141,33.7178,-5.1192484,23.763863,14.589096,11.247078,-0.2716372,-6.2102437,-1.142289,-0.13308083,0.8695174,engine
-281.53928,218.93318,-13.482471,51.995235,27.45163,17.343126,5.906957,2.8464487,2.8635004,-24.340088,-19.007774,-6.6353827,4.969417,engine
-283.9571,223.43976,-8.1821995,48.179283,25.741407,14.50565,9.222842,0.86238146,-0.7063677,-24.735863,-17.148642,-4.882123,4.760108,engine
-275.78845,89.84941,-57.960503,18.454847,-1.7608525,21.431208,-3.7619479,-22.665413,-17.329067,28.411425,-8.701971,3.0529983,-29.393824,crickets
-0.9296133,140.99715,-90.357216,54.381805,-41.292526,14.017504,-16.981874,-6.1308193,0.09946036,-8.383971,4.5266714,-14.409654,-0.57111776,vacuum_cleaner
-37.728813,171.76724,-102.529854,72.158226,-60.57046,16.077309,-22.606895,0.08997329,-1.2063223,-21.55366,13.486826,-15.673079,10.237205,vacuum_cleaner
-261.87268,115.76564,-27.585554,38.45245,-6.999548,42.155025,-8.068291,23.058762,-13.44026,6.489848,-5.7984776,19.176964,-1.0884802,engine
-207.53787,119.31902,-15.108233,32.07317,-10.849078,31.42859,-0.44826633,20.946775,-1.599633,10.848601,4.3398046,21.938982,1.0976585,engine
-175.53038,237.4098,-16.55622,-8.613919,-19.728104,7.466216,-11.993061,-16.188839,-5.154641,-7.6992993,-5.615036,-5.6837087,-14.396566,airplane
-377.47195,54.352406,-36.338238,1.234196,-19.85884,16.179644,-16.011587,0.24220747,-10.685313,-0.21141498,-5.38454,1.2794297,-6.703082,glass_breaking
-182.3985,136.25189,-34.107304,54.87336,-1.4033732,31.55222,7.080726,38.004856,11.138218,8.396772,6.7651157,-4.6456175,7.522281,engine
-306.50284,120.13489,-28.057451,48.300953,0.88816917,29.258497,8.671663,33.32414,10.870394,7.701259,6.183965,-3.2346876,7.0427933,engine
-233.39528,75.23514,-89.04138,11.409443,-23.101055,12.365951,-32.706596,-12.363209,0.64647675,13.590165,1.6630508,-7.9513435,1.2550763,crying_baby
-217.31667,61.517925,-101.6246,7.0630856,-18.368383,18.563148,-18.635649,-5.8940644,-2.5824933,17.631586,4.5125227,-11.093761,-0.35963,crying_baby
-344.41205,88.84966,26.34262,18.465508,4.407703,15.320746,10.15535,5.336489,5.1923776,-1.1632494,7.2044992,12.659586,9.841178,coughing
-296.2657,172.84927,-25.417805,-34.83996,-54.349106,-13.437848,-39.29014,-19.522472,-36.754154,-6.5402136,-27.021694,-14.986599,-32.56395,chirping_birds
-294.0568,168.85345,-33.55261,-26.650381,-58.624725,-26.876759,-38.31718,-21.606497,-39.73854,-8.652559,-24.991655,-13.176977,-31.15713,chirping_birds
-328.0656,141.47946,21.29298,41.640015,-28.207499,14.613018,-7.89531,11.374941,-5.415441,19.633785,-17.295576,12.725592,-14.684844,chirping_birds
-184.1342,105.953636,-36.726223,-24.325207,-48.50345,-13.083273,-19.07532,-5.292166,-43.811295,-11.096754,-27.80395,-10.443205,-24.10715,crow
-209.55374,149.62497,-19.347223,-5.9997077,-24.900862,10.702656,15.363443,3.238011,-6.389408,8.192057,2.043724,6.4956646,-3.9063962,crow
-326.57968,135.32626,-39.977695,-36.630733,-53.40818,-1.39981,-36.588604,-17.02693,-40.31963,-4.704817,-31.476068,-4.0134497,-29.585318,crow
-329.81924,124.11208,-23.64516,-26.231474,-44.65642,-7.890371,-32.150204,-14.656072,-34.51051,-8.450998,-28.359158,-7.1402454,-25.65091,crow
-312.1139,136.1867,-52.383965,-25.76899,-48.670746,-1.5537201,-34.1541,-22.521698,-35.144775,-4.8728228,-31.748224,0.658297,-24.24035,crow
-314.1861,168.4519,9.12586,-2.8418705,19.075508,29.424503,37.368195,21.765598,11.736079,14.729592,7.8715205,10.3267145,6.7096043,crow
-236.05333,151.32387,-82.67599,4.3678412,-7.765272,33.855534,11.548981,12.919999,4.714773,29.59392,1.1346883,19.295456,16.79204,crow
-371.19342,135.07251,-6.1487117,-2.3013115,18.956467,32.675037,10.858023,12.800654,7.611446,23.20214,3.437303,23.024895,2.086075,crow
-492.58426,112.81504,5.2931314,27.971832,13.21866,15.149883,6.683696,21.100521,6.521794,11.092253,12.696472,5.996799,6.9724956,keyboard_typing
-224.50206,220.22197,-22.428986,19.915136,13.921067,16.038687,11.612488,-2.1495922,-0.3677577,3.556708,8.3853655,3.296089,4.5941057,wind
-180.3614,215.97662,-16.630371,14.804173,17.392448,12.905465,13.745885,-2.938505,-0.22879978,4.462747,8.11235,5.350603,4.1833405,wind
-279.80176,223.74968,2.9603908,13.890897,16.902428,17.973358,11.553836,0.06712736,-2.4056513,1.7921181,5.0298896,1.9104313,3.4571564,wind
-277.0148,220.90152,2.7820818,11.556441,17.69299,18.999592,13.18169,0.46366286,-1.2639227,2.1671185,6.504126,3.1689274,4.255202,wind
-379.47455,173.69173,37.24265,46.287064,16.787113,38.93898,14.631555,11.1652,-6.106564,3.9481535,0.12064066,4.0368795,-1.1867745,wind
-462.69278,14.436523,-1.8494407,6.9416533,-0.32254654,2.4705286,0.19043267,-0.013152525,-0.24502777,-0.7089586,0.5740616,-0.00047576844,-0.1877063,sneezing
-344.66437,87.67978,-12.813207,7.5970526,-9.856966,10.531053,-3.5267682,11.188511,-4.1130543,0.49421597,13.460264,16.793182,0.25525612,laughing
-338.566,82.03338,-18.041952,-3.2509615,-10.712344,6.3981333,2.8865714,10.058993,-2.540676,3.8654895,10.606073,8.050156,4.204787,laughing
-562.6054,16.695267,-10.465842,2.0550714,-3.0496104,-3.4249752,0.3699876,-3.015853,-0.949903,-1.3320003,-1.5614885,2.2828155,1.3869855,cat
-387.73166,32.80796,-7.2031884,4.4723887,1.9192498,0.029611398,1.3737359,1.1006359,-0.70963925,-0.048610616,-1.2111363,-0.6639716,2.4718828,cat
-666.18823,81.0179,28.04232,45.87781,9.487392,15.578594,9.793049,13.0152445,8.982312,11.574562,7.153389,6.432753,3.146423,snoring
-642.0841,85.57685,27.000751,46.36894,6.293863,12.479938,7.106607,12.137113,9.217817,13.227083,8.240924,7.699867,3.4362204,snoring
-588.0165,-125.405846,101.42639,-32.009796,-3.4760034,56.04347,-60.735172,74.58471,-47.791763,39.64445,-7.804497,5.6176224,9.839532,crickets
-216.48213,186.75662,-50.749756,0.40845576,2.2342458,13.513622,-0.49081266,-17.13197,-5.430134,1.2978154,5.329285,3.294286,11.241755,sheep
-164.71516,189.05106,-64.6146,3.5199342,-7.1686225,11.410614,-7.1028824,-17.749249,-8.221171,-2.4134626,3.58422,1.9960093,12.034253,sheep
-260.76276,30.335285,-61.84918,38.60439,-19.294174,22.961056,-13.109567,14.459623,-5.2551894,10.881141,-0.73905396,8.017236,1.3111513,glass_breaking
-333.3511,-5.5762978,-53.147278,39.928448,-17.342085,24.86506,-10.176822,18.999756,-4.51049,11.716764,-0.2282625,9.507294,3.569984,glass_breaking
-655.0886,39.78493,10.508611,-0.6999016,0.2329813,3.9917378,5.480547,3.756824,2.1610646,2.2569275,2.6702864,2.9630263,2.1999254,door_wood_knock
-410.59488,79.35215,2.5902512,-13.477595,-25.082863,-15.224226,-6.086716,-13.530083,-10.442974,-2.4112573,-3.9599779,-5.4024773,-5.2401867,dog
-355.48355,78.59451,-80.061165,-35.173004,-33.24448,-29.362152,-17.639744,2.7449245,14.131008,2.0611904,4.088316,0.602389,-8.435585,dog
-478.7028,87.484886,33.838757,35.155216,28.433413,16.988901,16.411457,14.967426,11.613683,9.644862,8.087292,1.7081276,1.3589416,snoring
-470.52737,124.10152,23.838865,37.48213,30.125856,12.412855,16.111336,16.523754,11.534527,11.577198,12.045839,-1.1777695,-3.7965403,snoring
-387.63873,112.27103,12.134324,-11.461318,-15.380467,0.36156768,-1.8882968,-9.608186,-2.8838935,-1.141683,-1.3564726,7.1828675,5.224736,dog
-475.89685,-5.8773932,-53.130566,14.706045,27.131641,63.53887,2.112917,-12.848417,-19.416557,27.192142,25.764439,-10.252222,-35.08528,clock_alarm
-251.56229,162.0089,12.225783,0.7327647,-16.66377,3.530824,-1.0427539,-4.6388717,-1.6205564,0.84029204,1.5029999,0.32604733,1.9439777,dog
-465.3196,83.79713,26.773558,22.822569,0.0062808148,13.589048,3.8434606,29.55319,2.879506,-1.2671839,3.8247466,11.632318,3.2579906,snoring
-309.52292,182.61008,-34.383373,25.01952,-6.621024,-10.737402,-3.498112,-12.482204,-11.661786,-7.1202235,-5.097792,-5.711275,-4.1298237,fireworks
-438.92358,156.20718,-3.9493842,6.30888,2.3356543,-5.4124627,-2.63441,-6.7428956,-9.117431,-5.70195,-5.3479996,-6.6400642,-4.140993,fireworks
-424.18033,107.72455,20.823675,15.281836,7.9537187,2.9856436,7.3079643,3.6417716,1.3362412,2.5588527,0.23004313,-0.74269414,-0.34696043,fireworks
-341.1803,130.22443,-2.1822474,19.109547,11.606217,2.2722306,7.3560085,3.2378733,0.68628454,4.4397,0.8761786,-2.4424827,-2.3206859,fireworks
-345.1425,124.53626,-20.242727,17.205507,10.8033495,-3.9038224,7.0613103,2.3729966,-0.87480116,3.7567534,-1.499724,-3.013355,-2.3156343,fireworks
-237.49216,84.76306,-22.46928,25.039026,-7.078661,3.1605425,-1.7066821,1.554151,-2.0575414,4.0024023,0.35690445,-2.1865962,-2.1588144,fireworks
31.445675,89.66485,-46.323044,42.406857,-23.54948,14.042689,-8.81334,8.845086,-11.204549,2.9757853,-8.592735,-0.79866016,-3.639352,fireworks
-91.43773,123.62915,-81.16085,55.36646,-40.281654,32.831738,-21.254387,24.994827,-19.09487,19.609589,-9.262604,9.465038,-1.6976484,rain
-297.8394,226.90224,-23.161358,-10.052488,11.449212,3.0640438,10.049131,8.764515,10.4319,11.770689,8.429271,2.1758897,-2.8908339,cow
-268.37958,206.22849,-55.600964,5.0947504,10.832868,8.645249,5.015036,6.7088475,9.633297,5.3847766,1.5070046,-0.9946506,2.8918152,cow
-502.90933,30.577703,4.747388,0.60030425,-5.94037,-0.90934724,2.0271764,0.44693142,0.048218694,2.6953084,2.046969,2.2025225,3.0969398,dog
-442.12738,35.389774,-9.515728,13.517432,2.8806415,-0.21145156,-6.7051134,-1.534613,-0.70152026,1.5744658,0.8668461,3.176896,1.0656624,sneezing
-241.47589,119.53763,-41.089497,45.013687,-10.709593,31.355772,-5.886987,21.647015,-6.3625584,11.725203,1.6615207,5.980117,1.3282176,keyboard_typing
-289.8525,120.25,-39.280857,44.787758,-12.738063,33.068115,-6.920724,26.326004,-10.090362,12.456891,-0.17136973,7.2237196,1.2986455,keyboard_typing
-514.23987,37.95743,10.71062,9.546789,4.199824,8.382498,7.42609,4.9156847,3.6510413,3.1461804,3.6381345,3.5365422,2.8786724,door_wood_knock
-415.3237,49.843163,14.440379,9.161103,0.55146503,6.827784,5.315345,4.0305514,2.6485813,1.1988128,3.059829,2.3475177,2.089496,door_wood_knock
-435.35397,49.215805,15.258029,67.371796,1.1753827,39.787376,13.4645195,30.910925,6.721221,27.73894,-1.7967128,15.652133,-2.2891953,keyboard_typing
-407.00012,34.94296,-5.330896,-1.1250374,-5.996562,-2.3942463,-1.7745228,-0.30805936,-0.7819482,1.1062373,-0.9533817,0.9361503,0.8176217,dog
-513.8458,20.404379,0.60344553,8.142131,2.0266438,4.3998704,3.380783,2.828074,1.3099453,3.1980436,2.079274,2.0425937,1.9887305,sneezing
-595.2437,15.550371,10.007558,4.714931,-0.47399843,4.25991,-0.5113166,3.270092,-0.5947323,3.2858756,-1.1399107,2.6882973,-1.3694785,mouse_click
-355.33655,68.99307,-41.18454,5.034513,-15.437481,-0.47274774,-16.323267,-4.0865455,-7.0171165,-1.1955745,5.394845,5.4619436,-0.82662,sheep
-294.92258,113.52701,-74.5336,-3.5960157,-26.71639,10.434956,-28.49793,-6.3205833,-3.611161,3.8385653,0.15525252,4.9235497,3.412353,sheep
-414.14395,59.030643,-32.35863,4.1185637,-14.103735,2.4924421,-6.99702,-2.24257,-4.55326,1.6987609,-0.08670248,3.1402485,1.7070574,sheep
-631.3059,102.73609,19.658443,6.949835,16.66381,11.106422,10.119304,13.444447,8.565923,1.8056904,-0.49967235,-1.4068918,0.98473567,clock_tick
-528.813,83.79976,38.742973,35.613888,26.005108,20.2466,15.765317,10.81059,10.609516,10.345865,9.663845,8.22302,5.7998238,door_wood_knock
-432.48334,116.70159,42.135628,37.963093,23.611004,24.743883,15.491313,12.818218,11.064568,10.222339,7.329211,5.3322086,5.2011857,door_wood_knock
-236.8179,111.555176,-16.77679,34.476482,-31.478071,35.80316,7.578032,13.334081,6.8153563,13.702025,13.182249,9.011067,18.736412,keyboard_typing
-373.01016,48.11927,-18.486938,-7.041274,-18.90207,-10.653881,-15.266658,-7.3517957,-1.194607,-3.0055766,-1.8034023,-0.9104078,-0.6961455,hen
-510.65546,63.87044,-19.967207,-2.7038534,-14.482566,-4.255416,-15.110864,0.5561811,1.0629015,-2.9009337,-4.2442665,-4.337737,-7.3056593,hen
-210.96242,176.25696,-17.838402,26.33224,6.9944234,24.741655,7.4119167,9.112534,1.1773381,12.31375,3.2310867,8.886489,5.327383,washing_machine
-196.03572,174.19109,-4.260951,11.451378,-13.095907,19.169376,-10.085747,11.176982,-6.662983,17.330856,-5.689845,3.532712,-5.1748,drinking_sipping
-59.751225,152.20767,-30.559479,26.540504,-10.002017,16.010132,-17.063185,6.595998,-9.921159,11.4631195,-1.6333419,3.8181741,-12.524143,train
-118.10631,176.29582,-56.147762,48.49743,-23.30158,23.307827,-23.036629,8.189906,-11.49,5.3635497,0.21883644,-7.2561946,-4.902075,train
-115.38428,165.18561,-29.666695,35.462883,-15.505951,15.825491,-23.095758,3.6055405,-12.936682,2.5875788,0.27726465,-2.7865899,-0.6183173,train
-119.34002,175.38515,-34.516712,32.706642,-22.546383,14.25392,-30.414865,3.2837014,-18.00485,2.2742894,-3.3667123,-6.109403,-4.6289306,train
-402.96103,160.44135,42.17453,-11.122974,-27.199162,-14.732638,-4.2944465,-6.5464444,-1.7139573,-5.322069,-7.966347,0.38048425,1.2568787,dog
-381.25696,139.26118,39.644924,-10.952174,-24.803646,-14.348837,-2.8910873,-3.2089314,-0.70210284,-0.5946806,-3.8744593,-1.5947193,-0.63327605,dog
-484.048,-27.125387,-131.44955,52.599632,47.306328,-28.701553,2.1512718,-3.387484,-5.02171,6.506999,-1.0554624,8.852875,-3.0809617,chirping_birds
-458.5193,59.16021,34.532337,24.161676,21.465591,15.653496,10.0438385,7.985741,7.125465,5.8448815,4.7214646,4.0576253,3.4332259,drinking_sipping
